STATE,YEAR,EMP,GL,GR,ST,LOCATION,TV
Washington,2014,2390,NA,NA,WA,"Marysville, Washington",6
Washington,2014,4140,NA,NA,WA,"Marysville, Washington",6
Washington,2015,NA,217,68427,NA,NA,NA
Washington,2015,2390,NA,NA,NA,NA,NA
Washington,2015,4140,NA,NA,NA,NA,NA
Washington,2016,2850,NA,NA,WA,"Burlington, WA",5
Washington,2016,2360,NA,NA,WA,"Burlington, WA",5
Washington,2016,NA,290,75957,WA,"Burlington, WA",5
Washington,2017,NA,611,91835,NA,NA,NA
Washington,2018,NA,NA,101534,NA,NA,NA
West Virginia,1999,NA,NA,NA,NA,NA,NA
West Virginia,2000,510,NA,NA,NA,NA,NA
West Virginia,2000,1020,NA,NA,NA,NA,NA
West Virginia,2000,NA,NA,NA,NA,NA,NA
West Virginia,2001,460,NA,NA,NA,NA,NA
West Virginia,2001,NA,NA,NA,NA,NA,NA
West Virginia,2001,1060,NA,NA,NA,NA,NA
West Virginia,2002,390,NA,NA,NA,NA,NA
West Virginia,2002,1110,NA,NA,NA,NA,NA
West Virginia,2002,NA,NA,NA,NA,NA,NA
West Virginia,2003,1050,NA,NA,NA,NA,NA
West Virginia,2003,460,NA,NA,NA,NA,NA
West Virginia,2004,500,NA,NA,NA,NA,NA
West Virginia,2004,1100,NA,NA,NA,NA,NA
West Virginia,2005,1110,NA,NA,NA,NA,NA
West Virginia,2005,540,NA,NA,NA,NA,NA
West Virginia,2006,710,NA,NA,NA,NA,NA
West Virginia,2006,1450,NA,NA,NA,NA,NA
West Virginia,2007,790,NA,NA,NA,NA,NA
West Virginia,2007,1400,NA,NA,NA,NA,NA
West Virginia,2008,780,NA,NA,NA,NA,NA
West Virginia,2008,1580,NA,NA,NA,NA,NA
West Virginia,2009,1150,NA,NA,NA,NA,NA
West Virginia,2009,660,NA,NA,NA,NA,NA
West Virginia,2010,580,NA,NA,NA,NA,NA
West Virginia,2010,1320,NA,NA,NA,NA,NA
West Virginia,2011,550,NA,NA,NA,NA,NA
West Virginia,2011,1100,NA,NA,NA,NA,NA
West Virginia,2011,NA,NA,35726,NA,NA,NA
West Virginia,2012,NA,1966,39389,NA,NA,NA
West Virginia,2012,550,NA,NA,NA,NA,NA
West Virginia,2012,870,NA,NA,NA,NA,NA
West Virginia,2013,450,NA,NA,NA,NA,NA
West Virginia,2013,NA,87,43059,NA,NA,NA
West Virginia,2013,590,NA,NA,NA,NA,NA
West Virginia,2014,660,NA,NA,NA,NA,NA
West Virginia,2014,1150,NA,NA,NA,NA,NA
West Virginia,2014,NA,84,44705,NA,NA,NA
West Virginia,2015,660,NA,NA,NA,NA,NA
West Virginia,2015,NA,131,49722,NA,NA,NA
West Virginia,2015,1150,NA,NA,NA,NA,NA
West Virginia,2016,NA,115,53697,NA,NA,NA
West Virginia,2016,1400,NA,NA,NA,NA,NA
West Virginia,2016,790,NA,NA,NA,NA,NA
West Virginia,2017,NA,478,64878,NA,NA,NA
West Virginia,2018,NA,NA,73250,NA,NA,NA
Wisconsin,2000,700,NA,NA,NA,NA,NA
Wisconsin,2000,1500,NA,NA,NA,NA,NA
Wisconsin,2001,1320,NA,NA,NA,NA,NA
Wisconsin,2001,730,NA,NA,NA,NA,NA
Wisconsin,2002,1030,NA,NA,NA,NA,NA
Wisconsin,2002,1760,NA,NA,NA,NA,NA
Wisconsin,2003,1050,NA,NA,NA,NA,NA
Wisconsin,2003,1660,NA,NA,NA,NA,NA
Wisconsin,2004,1740,NA,NA,NA,NA,NA
Wisconsin,2004,1140,NA,NA,NA,NA,NA
Wisconsin,2005,1340,NA,NA,WI,"Brookfield, Wisconsin",11
Wisconsin,2005,1920,NA,NA,WI,"Brookfield, Wisconsin",11
Wisconsin,2006,1090,NA,NA,NA,NA,NA
Wisconsin,2006,1830,NA,NA,NA,NA,NA
Wisconsin,2007,1390,NA,NA,WI,"Crandon, Wisconsin",7
Wisconsin,2007,2400,NA,NA,WI,"Crandon, Wisconsin",7
Wisconsin,2008,1410,NA,NA,NA,NA,NA
Wisconsin,2008,2640,NA,NA,NA,NA,NA
Wisconsin,2009,1780,NA,NA,NA,NA,NA
Wisconsin,2009,3170,NA,NA,NA,NA,NA
Wisconsin,2010,2510,NA,NA,NA,NA,NA
Wisconsin,2010,1870,NA,NA,NA,NA,NA
Wisconsin,2011,1810,NA,NA,NA,NA,NA
Wisconsin,2011,2270,NA,NA,NA,NA,NA
Wisconsin,2011,NA,NA,11517,NA,NA,NA
Wisconsin,2012,NA,1944,14742,WI,"Oak Creek, Wisconsin",10
Wisconsin,2012,1860,NA,NA,WI,"Oak Creek, Wisconsin",10
Wisconsin,2012,1750,NA,NA,WI,"Oak Creek, Wisconsin",10
Wisconsin,2013,1940,NA,NA,NA,NA,NA
Wisconsin,2013,NA,198,16172,NA,NA,NA
Wisconsin,2013,1610,NA,NA,NA,NA,NA
Wisconsin,2014,NA,190,17429,NA,NA,NA
Wisconsin,2014,3170,NA,NA,NA,NA,NA
Wisconsin,2014,1780,NA,NA,NA,NA,NA
Wisconsin,2015,3170,NA,NA,WI,"Menasha, Wisconsin",4
Wisconsin,2015,NA,310,23415,WI,"Menasha, Wisconsin",4
Wisconsin,2015,1780,NA,NA,WI,"Menasha, Wisconsin",4
Wisconsin,2016,NA,178,31540,NA,NA,NA
Wisconsin,2016,2400,NA,NA,NA,NA,NA
Wisconsin,2016,1390,NA,NA,NA,NA,NA
Wisconsin,2017,NA,327,35264,NA,NA,NA
Wisconsin,2018,NA,NA,37839,NA,NA,NA
Wyoming,1999,NA,NA,NA,NA,NA,NA
Wyoming,2000,150,NA,NA,NA,NA,NA
Wyoming,2000,**,NA,NA,NA,NA,NA
Wyoming,2001,150,NA,NA,NA,NA,NA
Wyoming,2001,140,NA,NA,NA,NA,NA
Wyoming,2002,90,NA,NA,NA,NA,NA
Wyoming,2002,140,NA,NA,NA,NA,NA
Wyoming,2003,110,NA,NA,NA,NA,NA
Wyoming,2004,160,NA,NA,NA,NA,NA
Wyoming,2004,160,NA,NA,NA,NA,NA
Wyoming,2005,190,NA,NA,NA,NA,NA
Wyoming,2005,210,NA,NA,NA,NA,NA
Wyoming,2006,230,NA,NA,NA,NA,NA
Wyoming,2006,180,NA,NA,NA,NA,NA
Wyoming,2007,190,NA,NA,NA,NA,NA
Wyoming,2007,310,NA,NA,NA,NA,NA
Wyoming,2008,360,NA,NA,NA,NA,NA
Wyoming,2008,200,NA,NA,NA,NA,NA
Wyoming,2009,400,NA,NA,NA,NA,NA
Wyoming,2009,160,NA,NA,NA,NA,NA
Wyoming,2010,180,NA,NA,NA,NA,NA
Wyoming,2010,280,NA,NA,NA,NA,NA
Wyoming,2011,NA,NA,98904,NA,NA,NA
Wyoming,2011,230,NA,NA,NA,NA,NA
Wyoming,2011,240,NA,NA,NA,NA,NA
Wyoming,2012,250,NA,NA,NA,NA,NA
Wyoming,2012,NA,358,106513,NA,NA,NA
Wyoming,2012,300,NA,NA,NA,NA,NA
Wyoming,2013,190,NA,NA,NA,NA,NA
Wyoming,2013,300,NA,NA,NA,NA,NA
Wyoming,2013,NA,61,113375,NA,NA,NA
Wyoming,2014,160,NA,NA,NA,NA,NA
Wyoming,2014,400,NA,NA,NA,NA,NA
Wyoming,2014,NA,851,114052,NA,NA,NA
Wyoming,2015,160,NA,NA,NA,NA,NA
Wyoming,2015,400,NA,NA,NA,NA,NA
Wyoming,2015,NA,19,124176,NA,NA,NA
Wyoming,2016,190,NA,NA,NA,NA,NA
Wyoming,2016,NA,26,127787,NA,NA,NA
Wyoming,2016,310,NA,NA,NA,NA,NA
Wyoming,2017,NA,33,132806,NA,NA,NA
Wyoming,2018,NA,NA,128083,NA,NA,NA
